6.30143e+06	15.6563
0.639053	-11.417	havana
0.411765	-11.4171	kidnapped
0.725191	-11.4171	heart attack
0.948052	-11.4172	singaporean
0.52381	-11.4174	baltimore
0.476974	-11.4179	tibetan
0.398169	-11.418	liverpool
0.713235	-11.418	jin
0.886364	-11.4181	alleges
0.815534	-11.4182	convened
0.250681	-11.4187	nigeria
0.803738	-11.4187	stole
0.796296	-11.4188	second leg
0.630058	-11.4188	chongqing
0.935897	-11.4191	draft resolution
0.481481	-11.4192	istanbul
0.886364	-11.4192	enforced
0.83	-11.4193	stevens
0.273616	-11.4196	farmers
0.419437	-11.4197	implementation of
0.803738	-11.4203	security measures
0.365759	-11.4207	in 2005
0.985915	-11.421	burmese
0.668831	-11.4212	hide
0.317251	-11.4213	oil prices
0.689655	-11.4214	honored
0.821782	-11.422	disappearance
0.925	-11.4221	this regard
0.682432	-11.4222	sofia
0.373225	-11.4226	deals
0.985714	-11.4231	politically motivated
0.860215	-11.4238	warne
0.711111	-11.4241	east african
0.985714	-11.4244	armored vehicles
0.543103	-11.4246	scottish
0.959459	-11.4248	sunnis
0.84375	-11.4248	among others
0.658228	-11.4248	rebellion
0.711111	-11.4249	- oriented
0.702899	-11.4249	cemetery
0.84375	-11.4251	pitching
0.985714	-11.4252	laurent kabila
0.972222	-11.4253	gaming
0.985714	-11.4255	dig
0.652174	-11.4256	vows
0.851064	-11.4257	before leaving
0.486207	-11.4257	text
0.498195	-11.4258	hassan
0.985714	-11.4262	leap
0.436111	-11.4265	doping
0.652174	-11.4267	resource
0.591837	-11.4268	declines
0.46519	-11.4276	becomes
0.648148	-11.4278	sailors
0.752066	-11.4279	nashville
0.469453	-11.4281	110
0.985714	-11.4281	loyalty
0.723077	-11.4282	boxes
0.732283	-11.4283	suppliers
0.985714	-11.4284	carpet
0.255238	-11.4285	treatment
0.408313	-11.4287	seattle
0.985714	-11.4288	detect
0.935897	-11.429	1,800
0.947368	-11.4291	put together
0.711111	-11.4296	health minister
0.947368	-11.4297	sing
0.985714	-11.4305	turbulence
0.985714	-11.4308	censorship
0.416244	-11.4309	suit
0.760684	-11.4311	people were injured
0.828283	-11.4313	relieved
0.702899	-11.4313	marshall
0.876404	-11.4314	sticking
0.588832	-11.4316	tunisia
0.801887	-11.4318	layoffs
0.885057	-11.4319	1.4 percent
0.813725	-11.4321	recognizes
0.985714	-11.4322	hurricane katrina
0.562791	-11.4322	off-
0.924051	-11.4323	mid
0.947368	-11.4324	kim dae -
0.636905	-11.4324	chicken
0.517787	-11.4329	attacking
0.91358	-11.433	holy war
0.442529	-11.4333	castro
0.745902	-11.4336	graves
0.985714	-11.4336	rahim
0.835052	-11.4337	enlargement
0.783784	-11.4337	very happy
0.813725	-11.434	graduates
0.75	-11.4341	by 2010
0.935065	-11.4342	nominees
0.302013	-11.4349	46
0.522088	-11.4352	selection
0.53112	-11.4353	clients
0.813725	-11.4355	for questioning
0.546256	-11.436	proceedings
0.673333	-11.436	difficulty
0.43662	-11.4361	pyongyang
0.794393	-11.4363	tool
0.985714	-11.4363	boarded
0.946667	-11.4363	glasgow
0.60989	-11.4367	cameroon
1	-11.4368	de facto
0.82	-11.4369	executive committee
0.835052	-11.4369	to topple
0.875	-11.4371	timber
0.858696	-11.4372	teenagers
0.807692	-11.4373	restoring
0.314788	-11.4374	atlanta
0.875	-11.4374	subjects
0.348214	-11.4374	youth
0.60989	-11.4376	know how
0.924051	-11.4378	subsidy
0.629412	-11.4381	challenging
0.985507	-11.4381	raping
0.560185	-11.4383	thompson
0.270474	-11.4384	to stop
0.946667	-11.4384	photographers
0.340171	-11.4389	meets
0.351648	-11.439	albanian
0.794393	-11.4391	next round
0.426273	-11.4392	estimates
0.985507	-11.4392	coleman
0.377637	-11.4392	leaves
0.426273	-11.4393	ecuador
0.557604	-11.4393	surrender
0.44	-11.4394	cleared
0.640244	-11.4394	an appeal
0.375	-11.4394	peru
0.576355	-11.4395	withdrawal from
0.572816	-11.4397	have become
0.985507	-11.4397	slaughtered
0.91358	-11.44	walked out
0.528926	-11.44	to negotiate
0.754237	-11.44	containers
0.629412	-11.4401	bangladeshi
0.492806	-11.4401	25 percent
0.985507	-11.4402	dragon
0.985507	-11.4403	prostitutes
0.835052	-11.4405	davies
0.760684	-11.4405	associated press writer
0.350272	-11.4405	trouble
0.256836	-11.4407	appeal
0.531381	-11.4408	together with
0.330113	-11.4409	politicians
0.875	-11.4413	chess
0.985507	-11.4414	slayings
0.739837	-11.4415	sevilla
0.924051	-11.4416	tighter
0.37422	-11.4416	rwanda
0.985507	-11.4419	chemistry
0.971831	-11.442	kyoto protocol
0.883721	-11.442	certificate
0.857143	-11.4423	sept. 30
0.59893	-11.4424	bulgarian
0.781818	-11.4424	persistent
0.629412	-11.4427	courses
0.498155	-11.4428	ray
0.857143	-11.4437	4.7
0.678082	-11.4437	one- year
0.985507	-11.4437	battlefield
0.781818	-11.4437	quotas
0.455385	-11.4438	gordon
0.58	-11.4438	robbery
0.507634	-11.4439	bowling
0.717557	-11.444	b.
0.82	-11.4441	interrupted
0.883721	-11.4441	choosing
0.386667	-11.4443	was expected to
0.985507	-11.4443	unstable
0.769912	-11.4447	mentally
0.985507	-11.4448	75,000
0.946667	-11.4451	appointments
0.787037	-11.4454	musicians
0.857143	-11.4456	central america
0.849462	-11.4456	tapes
0.712121	-11.4458	kidnappings
0.849462	-11.4461	ubs
0.985507	-11.4464	cleanup
0.849462	-11.4469	118
0.563981	-11.4469	violating
0.653846	-11.447	he 'd
0.703704	-11.447	dumping
0.805825	-11.4475	arguing that
0.647799	-11.4476	to fix
0.54955	-11.4477	shock
0.754237	-11.4477	mourning
0.378205	-11.4478	marine
0.958904	-11.448	instant
0.857143	-11.4481	u.n. peacekeepers
0.811881	-11.4481	280
0.747899	-11.4485	has also been
0.685315	-11.4486	worsening
0.591623	-11.4488	exporters
0.595745	-11.449	corn
0.985507	-11.4491	foiled
0.6	-11.4495	classes
0.737705	-11.4498	reply
0.840426	-11.4499	belief that
0.945946	-11.45	filming
0.934211	-11.4501	submarines
0.587629	-11.4501	angolan
0.158209	-11.4503	22
0.474747	-11.4503	mandate
0.865169	-11.4506	zanzibar
0.473154	-11.4506	indians
0.361328	-11.4507	government officials
0.769912	-11.4508	accurate
0.985507	-11.451	swede
0.857143	-11.4512	downs
0.747899	-11.4513	l.
0.9125	-11.4515	figure skating
1	-11.4516	ernie els
0.779817	-11.4518	perth
0.411168	-11.4519	eye
0.958333	-11.452	takes place
0.747899	-11.4529	fortune
0.592593	-11.453	optimism
0.45768	-11.4535	retirement
0.811881	-11.4535	ocalan
0.857143	-11.4537	liquid
0.958333	-11.454	wrestling
0.985294	-11.454	directive
0.728	-11.4543	burn
0.561321	-11.4544	meaning
0.149514	-11.4544	21
0.449848	-11.4547	gang
0.985294	-11.4548	harmed
0.581633	-11.4549	declined to comment
0.767857	-11.4551	d -
0.985294	-11.4553	wiped out
0.923077	-11.4556	pupils
0.627219	-11.4557	casino
0.847826	-11.4559	printing
0.824742	-11.4559	eligible for
0.985294	-11.4559	cultivation
0.985294	-11.4561	lebed
0.3391	-11.4566	offensive
0.71875	-11.4569	ajax
0.945946	-11.457	sewage
0.971429	-11.4573	ore
0.901235	-11.4573	looks like
0.985294	-11.4576	filling
0.811881	-11.4577	resulting in
0.985294	-11.4577	slogan
0.985294	-11.4579	unauthorized
0.855556	-11.458	labor department
0.923077	-11.458	fc barcelona
0.985294	-11.4582	6.4
0.71875	-11.4582	600,000
0.668919	-11.4586	non- governmental
0.985294	-11.4586	revoked
0.985294	-11.4589	deadlocked
0.706767	-11.4591	state television
0.985294	-11.4592	notion
0.322379	-11.4592	finland
0.985294	-11.4593	escort
0.985294	-11.4594	occupying
0.985294	-11.4596	jeep
0.985294	-11.4596	idle
0.468439	-11.4597	we need to
0.592593	-11.4599	first division
0.571429	-11.46	come back
0.492647	-11.4603	hunt
0.214286	-11.4603	fall
0.589474	-11.4603	peacekeeping force
0.527426	-11.4604	one point
0.873563	-11.4605	medical treatment
0.364919	-11.4605	mixed
0.958333	-11.4607	golf course
0.651613	-11.4608	brisbane
0.855556	-11.4613	cancelled
0.971429	-11.4614	acid
0.882353	-11.4615	banking system
0.863636	-11.462	repairs
0.891566	-11.4622	abu dhabi
0.66443	-11.4623	productivity
0.359375	-11.4625	ap photos
0.509804	-11.4625	donors
0.803922	-11.4626	listen to
0.455975	-11.4627	amnesty
0.410714	-11.4635	christmas
0.882353	-11.4635	earthquakes
0.985294	-11.4635	societies
0.492647	-11.4641	martinez
0.745763	-11.4642	109
0.539823	-11.4643	privatization
0.520492	-11.4645	male
0.945205	-11.4646	did not specify
0.453125	-11.4647	procedures
0.933333	-11.4651	2.1 percent
0.81	-11.4651	visitor
0.911392	-11.4653	plunging
0.586387	-11.4654	derby
0.824742	-11.4654	bolivian
0.553488	-11.4654	regularly
0.957746	-11.4655	three weeks ago
0.741667	-11.4656	shiites
0.47138	-11.4656	sub -
0.933333	-11.4657	accepts
0.855556	-11.4657	yet another
0.657895	-11.4659	sleep
0.831579	-11.4659	commercial banks
0.371069	-11.4662	cooperation with
0.647436	-11.4663	dragged
0.579487	-11.4665	franco
0.985075	-11.4666	cell phones
0.824742	-11.4667	5.4
0.294974	-11.467	supplies
0.568627	-11.467	the u.s. embassy
0.487365	-11.4672	to spend
0.52766	-11.4676	sri lanka 's
0.66443	-11.4678	prayers
0.731707	-11.468	checkpoints
0.872093	-11.4683	jenin
0.444444	-11.4685	nazi
0.846154	-11.4686	take effect
0.796117	-11.469	friday afternoon
0.985075	-11.4691	expos
0.469799	-11.4693	entertainment
0.765766	-11.4693	cigarettes
0.863636	-11.4693	broadway
0.696296	-11.4695	per capita
0.590426	-11.4695	second place
0.725806	-11.4696	quarterback
0.431818	-11.4698	crude oil
0.545455	-11.4699	hosni mubarak
0.985075	-11.4699	improper
0.75	-11.4704	preferred
0.985075	-11.4706	themes
0.745763	-11.4708	15 minutes
0.569307	-11.4709	blocks
0.419355	-11.471	be allowed
0.241135	-11.4712	switzerland
0.735537	-11.4713	knight
0.594595	-11.4713	eased
0.498099	-11.4714	will provide
0.9	-11.4714	adjustment
0.985075	-11.4715	rounded up
0.496241	-11.4716	guangzhou
0.9	-11.4719	bowled
0.880952	-11.472	pitches
0.846154	-11.472	17 -year-old
0.653595	-11.472	ended up
0.985075	-11.4723	proving
0.783019	-11.4724	charging
0.853933	-11.4725	najaf
0.922078	-11.4727	influx of
0.683453	-11.4729	unexpected
0.945205	-11.473	chief economist
0.985075	-11.473	constructed
0.985075	-11.4737	disarming
0.985075	-11.4739	spaniards
0.985075	-11.4739	133
0.777778	-11.474	after receiving
0.816327	-11.474	aluminum
0.66	-11.4741	tanzanian
0.463816	-11.4742	media reported
0.829787	-11.4742	wednesday afternoon
0.933333	-11.4744	affordable
0.350282	-11.4744	stars
0.796117	-11.4748	extradited
0.512097	-11.4748	to lift
0.765766	-11.475	concentrate on
0.237274	-11.475	lawmakers
0.50996	-11.4751	remember
0.631902	-11.4752	lists
0.51417	-11.4754	northern iraq
0.985075	-11.4755	leung
0.816327	-11.4755	fourth round
0.985075	-11.4757	bible
0.401985	-11.4758	mines
0.945205	-11.4764	141
0.415344	-11.4764	portuguese
0.699248	-11.4767	concerns over
0.616279	-11.4769	symptoms
0.921053	-11.4769	programmes
0.74359	-11.4771	stamp
0.450311	-11.4771	an annual
0.308931	-11.4773	critical
0.137363	-11.4775	the same
0.80198	-11.478	whenever
0.985075	-11.478	an undisclosed
0.765766	-11.4781	associated press writers
0.716535	-11.4781	to disarm
0.932432	-11.4783	espionage
0.288265	-11.4784	jail
0.729508	-11.4786	islanders
0.643312	-11.4787	concern about
0.880952	-11.4788	pairs
0.932432	-11.4789	recruitment
0.758929	-11.4789	donation
0.910256	-11.4793	jiangsu province
0.985075	-11.4793	hp
0.921053	-11.4794	32 -year-old
0.645161	-11.4797	census
0.580311	-11.4802	walker
0.985075	-11.4803	lou
0.921053	-11.4804	knock
0.921053	-11.4805	boutros - ghali
0.617647	-11.4806	sacramento
0.490706	-11.481	skills
0.985075	-11.481	travelling
0.535398	-11.4811	milk
0.944444	-11.4813	at this stage
0.710938	-11.4815	racism
0.317263	-11.4816	a member of
0.9	-11.4817	clan
0.49434	-11.4817	patient
0.932432	-11.4818	bodyguard
0.649351	-11.4818	going into
0.452532	-11.4819	analysis
1	-11.4819	criticizes
1	-11.4819	abn amro
0.770642	-11.4819	suits
0.332198	-11.4821	farm
0.932432	-11.4829	combatants
0.729508	-11.4829	bilateral cooperation
0.870588	-11.483	helpful
0.609195	-11.4831	vaccine
0.460526	-11.4834	cia
0.944444	-11.4835	manufacturing sector
0.957143	-11.4836	logo
0.984848	-11.4845	148
0.984848	-11.4846	vow
0.51004	-11.4849	charity
0.984848	-11.485	physics
0.69403	-11.485	calling on
0.383562	-11.4851	libya
0.984848	-11.4854	lifts
0.984848	-11.4855	emission
0.367432	-11.4856	amount of
0.460526	-11.4857	mexico 's
0.932432	-11.4858	mutual understanding
0.862069	-11.4859	naturally
0.921053	-11.4859	wary of
0.327243	-11.486	scientists
0.921053	-11.486	phelps
0.984848	-11.4863	yitzhak rabin
0.984848	-11.4865	minimize
0.888889	-11.4866	maneuvers
0.356299	-11.4868	we do n't
0.970588	-11.4869	taking advantage
0.984848	-11.487	ceremonial
0.794118	-11.487	failures
0.879518	-11.4872	karim
0.932432	-11.4873	being investigated
0.364198	-11.4875	nba
0.984848	-11.4877	petraeus
0.984848	-11.4878	unseeded
0.412698	-11.488	villagers
0.705426	-11.4881	truly
0.512195	-11.4881	peace agreement
0.984848	-11.4884	promotes
0.898734	-11.4884	enters
0.8	-11.4884	diet
0.821053	-11.4885	secretly
0.870588	-11.4885	gov't
0.32459	-11.4886	activity
0.435294	-11.4886	cleveland
0.585106	-11.4887	's wife
0.870588	-11.4887	deserved
0.763636	-11.4888	safer
0.339928	-11.4888	to begin
0.944444	-11.4889	elephant
0.836957	-11.4891	nowhere
0.69697	-11.4891	thick
0.921053	-11.4891	civil service
0.984848	-11.4892	charities
0.723577	-11.4894	robertson
0.984848	-11.4895	south africans
0.62963	-11.4895	kidnappers
0.304913	-11.4895	terrorists
0.657718	-11.4897	at least 10
0.375	-11.4898	details of
0.984848	-11.4902	encouragement
0.127957	-11.4902	india
0.944444	-11.4903	richards
0.984848	-11.4903	ucla
0.794118	-11.4905	cabinet minister
0.909091	-11.4911	martina hingis
0.806122	-11.4911	deepening
0.984848	-11.4915	concluding
0.984848	-11.4915	pastor
0.957143	-11.4916	montana
0.7	-11.4917	curfew
0.7	-11.4919	airspace
0.480144	-11.4922	cells
0.510121	-11.4922	carriers
0.984848	-11.4923	ignited
0.768519	-11.4924	dust
0.984848	-11.4925	toilet
0.970588	-11.4926	pga championship
0.957143	-11.4926	nicosia
0.717742	-11.4928	automotive
0.852273	-11.4928	tissue
0.869048	-11.4929	an alternative
0.593407	-11.493	reveal
0.642857	-11.493	jumping
0.756757	-11.4931	showdown
0.659864	-11.4932	loses
0.485294	-11.4938	agree to
0.552381	-11.4939	unveiled
0.29239	-11.4941	in february
0.888889	-11.4946	nebraska
0.888889	-11.4947	we do n't want
0.731092	-11.4949	4.6
0.538462	-11.4951	latvia
0.8	-11.4952	rid of
0.984848	-11.4953	kurt
0.821053	-11.4958	lacks
0.943662	-11.4958	burton
0.931507	-11.4959	330
0.659864	-11.4959	sacrifice
0.432749	-11.4961	floods
0.8	-11.4962	experiment
0.57513	-11.4963	per day
0.821053	-11.4963	television station
0.429395	-11.4964	96
0.157772	-11.497	24
0.898734	-11.4972	ericsson
0.878049	-11.4973	pure
0.312024	-11.4973	billion yuan
0.943662	-11.4973	31 -year-old
0.481752	-11.4973	colombo
0.205552	-11.4975	egypt
0.931507	-11.4976	128
0.92	-11.4976	incursion
0.518987	-11.4977	bali
0.315625	-11.4981	the white house
0.317536	-11.4982	61
0.389952	-11.4982	contest
0.712	-11.4983	security situation
0.984615	-11.4984	extortion
0.878049	-11.4987	long term
0.253521	-11.4987	billion dollars
0.717742	-11.4987	badminton
0.533632	-11.4987	to respond
0.392252	-11.4989	kenyan
0.7	-11.499	caution
0.549763	-11.4991	zimbabwean
0.943662	-11.4991	stadiums
0.773585	-11.4991	qualification
0.481752	-11.4991	stories
0.253792	-11.4991	drugs
0.518987	-11.4992	to lose
0.956522	-11.4997	33 -year-old
0.984615	-11.4997	reopening
0.984615	-11.4997	uncertainties
0.943662	-11.4998	studios
0.792079	-11.4998	fireworks
0.984615	-11.5	beds
0.467354	-11.5001	be released
0.92	-11.5004	flores
0.514644	-11.5005	seven years
0.264901	-11.5007	tests
0.806122	-11.5007	gregory
0.5	-11.5008	celebrations
0.835165	-11.5009	presidential race
0.476703	-11.5011	rapidly
0.636943	-11.5012	their lives
0.984615	-11.5012	sosa
0.984615	-11.5013	benitez
0.878049	-11.5015	both parties
0.541667	-11.5015	adams
0.745614	-11.5015	botswana
0.332753	-11.5016	contracts
0.909091	-11.5016	samoa
0.261853	-11.5018	protesters
0.655405	-11.5019	transferred to
0.984615	-11.5019	drag
0.8875	-11.5019	complained about
0.984615	-11.5024	long- distance
0.565657	-11.5026	timetable
0.984615	-11.5027	hunters
0.402036	-11.503	participate in
0.909091	-11.5031	uruguayan
0.984615	-11.5032	blank
0.286641	-11.5032	68
0.613095	-11.5032	all - star
0.359918	-11.5033	in 2001
0.984615	-11.5034	newcomers
0.519149	-11.5037	routes
0.565657	-11.5038	iraq war
0.657534	-11.5039	radio reported
0.984615	-11.5039	7.9
0.773585	-11.504	tops
0.694656	-11.504	dominated by
0.8875	-11.5041	deserves
0.984615	-11.5044	predictions
0.984615	-11.5045	batteries
0.586957	-11.5046	450
0.603448	-11.5047	ransom
0.984615	-11.5047	detainee
0.586957	-11.5047	taxi
0.533937	-11.5049	lisbon
0.858824	-11.505	one hour
0.984615	-11.5054	1930
0.46	-11.5054	throw
0.488636	-11.5055	tunnel
0.73913	-11.5058	late saturday
0.623457	-11.5059	voluntary
0.608187	-11.5066	world championship
0.792079	-11.5069	to deploy
0.778846	-11.5069	mere
0.826087	-11.5071	lenders
0.613095	-11.5075	shells
0.826087	-11.5076	just outside
0.31135	-11.5081	cambodia
0.73913	-11.5084	offenses
0.608187	-11.5085	regret
0.858824	-11.5085	peaceful solution
0.984615	-11.5085	infringement
0.754545	-11.5085	turks
0.984615	-11.5086	finalists
0.819149	-11.5087	loud
0.8875	-11.5088	scenic
0.984615	-11.509	mutiny
0.858824	-11.5092	reviews
0.897436	-11.5092	look like
0.858824	-11.5093	first phase
0.352362	-11.5096	gore
0.784314	-11.5096	special forces
0.728814	-11.5097	fukuda
0.618182	-11.51	suggestions
0.826087	-11.5113	foes
0.715447	-11.5113	rampant
0.285161	-11.5115	belgium
0.970149	-11.5117	strains
0.601156	-11.5118	bogota
0.984615	-11.5118	horrible
0.247805	-11.5119	target
0.248289	-11.512	florida
0.573684	-11.5121	ignored
0.970149	-11.5122	pro- independence
0.930556	-11.5123	publishers
0.478102	-11.5124	permission
0.918919	-11.5125	royal family
0.604651	-11.5125	raul
0.634615	-11.5125	riot police
0.715447	-11.5125	van der
0.984615	-11.5129	cat
0.271028	-11.5131	crash
0.969697	-11.5132	deliberate
1	-11.5132	maple leafs
1	-11.5132	burkina faso
0.918919	-11.5134	programming
0.984375	-11.5135	loved ones
0.969697	-11.5136	nike
0.580645	-11.5138	the dalai lama
0.942857	-11.5138	liberals
0.38756	-11.5142	to resolve
0.984375	-11.5143	asserted
0.984375	-11.5144	persist
0.545024	-11.5145	late wednesday
0.984375	-11.5146	overcoming
0.529148	-11.5149	paraguay
0.984375	-11.5149	exchanged views
0.359504	-11.5151	in paris
0.942857	-11.5152	k
0.697674	-11.5157	insurgent
0.942857	-11.5159	malaysians
0.37931	-11.5161	ban on
0.984375	-11.5163	questionable
0.348162	-11.5164	dprk
0.640523	-11.5166	resolving
0.314873	-11.5166	standards
0.361169	-11.5166	low -
0.266138	-11.5169	doctors
0.984375	-11.517	misleading
0.700787	-11.5171	pak
0.886076	-11.5172	defends
0.955882	-11.5172	realizing
0.747748	-11.5175	long way
0.840909	-11.518	advantages
0.771429	-11.518	explaining
0.581522	-11.5181	namibia
0.984375	-11.5181	jeopardize
0.984375	-11.5181	bare
0.969697	-11.5182	assassination attempt
0.713115	-11.5185	to preserve
0.776699	-11.5186	firearms
0.465278	-11.5188	would like to
0.984375	-11.5188	sinai
0.876543	-11.5189	per hour
0.771429	-11.5189	genetic
0.462329	-11.519	ceasefire
0.984375	-11.5192	insurers
0.896104	-11.5194	close ties
0.557214	-11.5195	sa
0.984375	-11.52	fueling
0.474638	-11.5201	subsidies
0.517241	-11.5201	tianjin
0.795918	-11.5202	will miss
0.857143	-11.5204	trades
0.626582	-11.5205	atop
0.955882	-11.5205	yielded
0.442006	-11.5205	aides
0.984375	-11.5205	continuously
0.984375	-11.5205	platforms
0.984375	-11.5206	commandos
0.759259	-11.5207	condemning
0.433735	-11.5207	2 million
0.229342	-11.5209	rules
0.942857	-11.521	notable
0.942857	-11.521	mori
0.984375	-11.5211	wolves
0.160033	-11.5212	again
0.743363	-11.5213	comes from
0.984375	-11.5214	destabilize
0.496032	-11.5216	action against
0.679104	-11.5219	too many
0.955882	-11.522	ex- soviet
0.610778	-11.5226	monday morning
0.752294	-11.5226	caps
0.494118	-11.5229	argued that
0.472924	-11.5229	otherwise
0.942857	-11.5231	soar
0.695312	-11.5234	instructions
0.930556	-11.5235	industrial production
0.644295	-11.5238	shoes
0.432432	-11.5238	( xinhua ) --
0.421203	-11.524	1,500
0.955882	-11.5241	security guard
0.321667	-11.5243	athletes
0.917808	-11.5244	vacant
0.984375	-11.5247	explains
